# path	newest_branch	holder_count
governance/architecture/SYSTEM-MASTER-TOOL-OWNER-ALLOCATION-006.json	recovery/core-consolidation-001	2
governance/books/BOOKS-005A-R2-ADMISSION-STATE.json	books/005a-r2-source-admission	1
governance/catalog/SYSTEM-MASTER-CAPABILITY-CROSSWALK-002.json	recovery/core-consolidation-001	2
governance/catalog/SYSTEM-MASTER-CAPABILITY-CROSSWALK-003.json	recovery/core-consolidation-001	2
governance/catalog/SYSTEM-MASTER-SYSTEM-CATALOG-002.json	qualification/knowledge-recovery-programming-001-run-008	9
governance/catalog/SYSTEM-MASTER-SYSTEM-CATALOG-004.json	apply-updates-008	1
governance/catalog/SYSTEM-MASTER-SYSTEM-CATALOG-005.json	apply-updates-008	1
governance/catalog/ingest/programming/PROGRAMMING-CORPUS-CENSUS-002-EXPANSION-001.json	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-CORPUS-CENSUS-002-EXPANSION-002.json	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-CORPUS-CENSUS-002-EXPANSION-003.json	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-CORPUS-CENSUS-002.json	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-PRESTAGE-SHA256-002.txt	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-PRESTAGE-SHA256-003.txt	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-PRESTAGE-SHA256-004.txt	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/ingest/programming/PROGRAMMING-PRESTAGE-SOURCE-INDEX-001.json	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/catalog/system-packets/PROGRAMMING.json	apply-updates-008	28
governance/census/FOUNDATION-CLOSURE-CENSUS-001-DISPOSITION-MATRIX.md	apply-updates-008	1
governance/census/FOUNDATION-CLOSURE-EVIDENCE-REGISTRY-001.json	recovery/core-consolidation-001	2
governance/census/SYSTEM-MASTER-COMPLETION-CENSUS-002-CHECKPOINT.json	second-shift/value-scorecard-hardening-20260910-final6	20
governance/census/SYSTEM-MASTER-FOUNDATION-CLOSURE-CENSUS-001-PROSE-OWNER-ADMISSION-001-RECEIPT.json	prose/foundation-parent-reconciliation-v2-20260910	1
governance/census/SYSTEM-MASTER-FOUNDATION-CLOSURE-CENSUS-001-PROSE-OWNER-ADMISSION-001.json	prose/foundation-parent-reconciliation-v4-20260910	4
governance/census/SYSTEM-MASTER-FOUNDATION-CLOSURE-CENSUS-001.json	apply-updates-008	5
governance/census/evidence/P00-FOUNDATION-EVIDENCE-001.json	apply-updates-008	1
governance/census/evidence/P01-FOUNDATION-EVIDENCE-001.json	apply-updates-008	1
governance/census/evidence/P02-FOUNDATION-EVIDENCE-001.json	apply-updates-008	1
governance/census/evidence/P03-FOUNDATION-EVIDENCE-001.json	apply-updates-008	1
governance/census/evidence/P04-FOUNDATION-EVIDENCE-001.json	apply-updates-008	1
governance/census/validate_prose_foundation_parent_reconciliation.py	prose/foundation-parent-reconciliation-v4-20260910	4
governance/contracts/AUDIOBOOK-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/AUTOMATION-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/BROWSER-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/CALENDAR-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/CHAT-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/CODE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/COMMS-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/CURRICULUM-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/DATA-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/DOCX-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/EXCEL-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/EXPECTATION-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/EXPERIENCE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/FILE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/GEO-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/IMAGE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/IMG-INGEST-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/KNOWLEDGE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/LEARNING-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/LEDGER-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/LOCALAI-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/MANUSCRIPT-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/MATH-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/MEDIA-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/OCR-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P00-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P01-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P02-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P03-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P04-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P05-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P06-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P07-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P08-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P09-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P10-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P11-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P12-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P13-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P14-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/P15-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/PDF-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/PHOTO-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/PLUGINS-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/PPTX-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/PROJECTS-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/RESEARCH-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/STORYBIBLE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/VIDEO-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/VOICE-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/WEBSITE-BUILDING-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/contracts/WRITING-FOUNDATION-CONTRACT-001.md	apply-updates-008	1
governance/control-gateway/CONTROLLER-001C-PROBE-NOTE.md	tmp-controller-001c-probe-do-not-use	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001B-FREEZE.md	github-a01-controller-forensic-reconciliation-001b-qualified-frozen	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001B-QUALIFICATION-EVIDENCE.json	github-a01-controller-forensic-reconciliation-001b-qualified-frozen	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-ENFORCEMENT-POLICY.json	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	3
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-FREEZE.md	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	3
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-IMPLEMENTATION.md	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	3
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-QUALIFICATION-EVIDENCE.json	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	3
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-R01-ADMIN-HANDOFF.json	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-R01-ADMIN-HANDOFF.md	github-a01-controller-forensic-reconciliation-001c-r01-admin-handoff	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-R01-FREEZE.md	github-a01-controller-forensic-reconciliation-001c-r01-evidence	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-R01-QUALIFICATION-EVIDENCE.json	github-a01-controller-forensic-reconciliation-001c-r01-evidence	1
governance/control-gateway/GITHUB-A01-CONTROLLER-FORENSIC-RECONCILIATION-001C-R02-FREEZE.json	github-a01-controller-forensic-reconciliation-001c-r02-production-active-frozen	1
governance/control-gateway/SECOND-SHIFT-CONTROL-GATEWAY-ACTIVE-WORK-LOCATOR.json	second-shift-control-gateway/cg-011-failure-restart-idempotency	6
governance/control-gateway/SECOND-SHIFT-CONTROL-GATEWAY-ACTIVE-WORK-PACKET.json	system-master/a01-control-plane-cg011-host-qualification-001	20
governance/control-gateway/SECOND-SHIFT-CONTROL-GATEWAY-CG-011-A01-FWP001-012-HOST-EVIDENCE.json	second-shift-control-gateway/cg-011-failure-restart-idempotency	1
governance/control-gateway/SECOND-SHIFT-CONTROL-GATEWAY-CG-011.lock.json	second-shift-control-gateway/cg-011-failure-restart-idempotency	1
governance/control-records/CONNECTED-ACTIONS-CONTROL-RECORD-001.json	apply-updates-008	1
governance/control-records/MEDIA-CONTROL-RECORD-001.json	apply-updates-008	1
governance/control-records/PROGRAMMING-CONTROL-RECORD-001.json	apply-updates-008	1
governance/control-records/RESEARCH-KNOWLEDGE-CONTROL-RECORD-001.json	apply-updates-008	1
governance/control-records/SPREADSHEET-DATA-CONTROL-RECORD-001.json	apply-updates-008	1
governance/control-revalidation/BOOK-SYSTEM-TOPOLOGY-002-REVALIDATION.json	book-system/control-v1	29
governance/control-revalidation/CORE-SYSTEM-TOPOLOGY-002-REVALIDATION.json	foundation/planning-orchestration-build-001-20260912	40
governance/control-revalidation/LEARNING-SYSTEM-TOPOLOGY-002-REVALIDATION.json	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	74
governance/control-revalidation/PROSE-SYSTEM-TOPOLOGY-002-REVALIDATION.json	literary-prose-engine-001	3
governance/execution/SYSTEM-MASTER-OWNER-LANE-EXECUTION-LEASE-BINDING-001.json	system-master/owner-lane-execution-lease-binding-001	1
governance/github/CANONICAL-WRITER-POLICY-001.json	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/github/EXACT-SUBJECT-ADMISSION-CONTRACT-001.md	control/github-control-plane-hardening-20260910	1
governance/github/EXACT-SUBJECT-PROVENANCE-SCHEMA-001.json	control/github-control-plane-hardening-20260910	1
governance/github/GITHUB-CONTROL-PLANE-POLICY-001.md	control/github-control-plane-hardening-20260910	1
governance/github/GITHUB-CONTROL-PLANE-REGISTRY-001.json	control/github-control-plane-hardening-20260910	1
governance/github/GITHUB-CONTROL-STATE-SCHEMA-001.json	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/github/GITHUB-OPERATION-LEDGER-SCHEMA-001.json	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/github/GITHUB-WORK-LEASE-SCHEMA-001.json	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/history/workflows/2026-09-10/system-master-f-wp-001-a01.yml	control/github-control-plane-hardening-v2-20260910	1
governance/knowledge-recovery/PROGRAMMING-CORPUS-CENSUS-002.md	knowledge-recovery/programming-corpus-census-002-20260910	1
governance/knowledge-recovery/PROGRAMMING-EXTERNAL-BYTE-MATERIALIZATION-AND-FULL-CORPUS-INGEST-001.md	qualification/knowledge-recovery-programming-001-run-008	7
governance/knowledge-recovery/SYSTEM-MASTER-KNOWLEDGE-RECOVERY-001.md	hardening/reduce-governance-fanout-20260911	26
governance/knowledge-recovery/checkpoints/PROGRAMMING-IMMUTABLE-TRANSPORT-BLOCKER-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/PROGRAMMING-LIVE-MATERIALIZATION-CHECKPOINT-002.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-ARCHIVE-DELTA-FAMILY-CENSUS-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-ARCHIVE-REMAINDER-AND-PORTABLE-BACKUP-RELATIONSHIP-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-ARCHIVE-V033-CONFLICT-CHECKPOINT-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-GENESIS-OMEGA-ARCHIVE-FAMILY-CENSUS-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-GENESIS-OMEGA-ARCHIVE-TARGET-VERIFICATION-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-PORTABLE-MASTER-EXTERNAL-CORRESPONDENCE-RESIDUAL-002.json	core/scope-lock-authority-reconciliation-001	1
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-PORTABLE-MASTER-EXTERNAL-SOURCE-CORRESPONDENCE-001.json	core/scope-lock-authority-reconciliation-001	1
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-PORTABLE-MASTER-INTERNAL-ASSET-CENSUS-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-PORTABLE-MASTER-MAINTENANCE-EVOLUTION-EXACT-SOURCE-RECOVERY-003.json	core/scope-lock-authority-reconciliation-001	1
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-REBUILD-EARLY-LABEL-000-004-RECOVERY-003.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-REBUILD-REMAINING-SIDECAR-BYTE-VERIFICATION-002.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-REBUILD-SIDECAR-PROVENANCE-CORRESPONDENCE-001.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/checkpoints/SYSTEM-MASTER-REMAINING-ARCHIVE-CATALOG-CENSUS-002.json	foundation/planning-orchestration-build-001-20260912	35
governance/knowledge-recovery/custody/spreadsheet-data/SPREADSHEET-DATA-GITHUB-CUSTODY-TRANSPORT-ATTEMPT-001.json	core/kr001-spreadsheet-data-custody-20260911	1
governance/morning/CHAT-START-COMMAND-CONTRACT-001.md	apply-updates-008	46
governance/morning/DAILY-CHAT-BOOTSTRAP-SCHEMA-001.json	apply-updates-008	46
governance/morning/DAILY-CHAT-BOOTSTRAP-TEMPLATE.json	documents/spine-effect-runtime-001-20260912	52
governance/morning/LATEST-BOOTSTRAP-POINTER.json	documents/spine-effect-runtime-001-20260912	52
governance/morning/MASTER-ROOT-CHAT-OPERATING-CONTRACT-001.md	documents/spine-effect-runtime-001-20260912	45
governance/morning/MORNING-CANONICAL-RECONCILIATION-001.md	documents/spine-effect-runtime-001-20260912	45
governance/morning/MORNING-CHAT-READINESS-GATE-001.md	documents/spine-effect-runtime-001-20260912	45
governance/programs/PROGRAMMING-WORK-PROGRAM-LOCK-001.json	apply-updates-008	6
governance/reconciler/SYSTEM-STATE-RECONCILER-001.md	documents/spine-effect-runtime-001-20260912	63
governance/repair/A01-REGISTRATION-DISPATCH-BARRIER-001.md	system-master/a01-registration-dispatch-barrier-001	1
governance/repair/A01-REPAIR-BROKER-001.md	documents/spine-effect-runtime-001-20260912	58
governance/repair/BOOK-REPAIR-INBOX.json	documents/spine-effect-runtime-001-20260912	61
governance/repair/CONNECTED_ACTIONS-REPAIR-INBOX.json	apply-updates-008	1
governance/repair/CORE-REPAIR-INBOX.json	documents/spine-effect-runtime-001-20260912	68
governance/repair/DOCUMENTS-REPAIR-INBOX.json	qualification/knowledge-recovery-programming-001-run-006	21
governance/repair/MEDIA-REPAIR-INBOX.json	apply-updates-008	1
governance/repair/PROGRAMMING-REPAIR-INBOX.json	apply-updates-008	1
governance/repair/PROSE-REPAIR-INBOX.json	documents/spine-effect-runtime-001-20260912	58
governance/repair/REPAIR-INBOX-REGISTRY-001.json	apply-updates-008	62
governance/repair/REPAIR-INBOX-SCHEMA-001.json	apply-updates-008	1
governance/repair/RESEARCH_KNOWLEDGE-REPAIR-INBOX.json	apply-updates-008	1
governance/repair/SPREADSHEET_DATA-REPAIR-INBOX.json	apply-updates-008	1
governance/retirements/PROSE-SYSTEM-RETIREMENT-001.json	qualification/knowledge-recovery-programming-001-topology004-run-001	17
governance/schemas/CURRENT-AUTHORITY-001.schema.json	apply-updates-008	1
governance/schemas/SYSTEM-TOPOLOGY-001.schema.json	apply-updates-008	1
governance/schemas/TOOL-OWNER-ALLOCATION-001.schema.json	apply-updates-008	1
governance/schemas/WORK-OBLIGATION-REGISTRY-001.schema.json	apply-updates-008	1
governance/second-shift/2026-09-12/CONTROLLER-V2-002D-C1-FORENSIC-RESEARCH-ADJUDICATION-001.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-FOUNDATION-SPINE-FORENSIC-RECOVERY-START-001.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-O-WP-001-HOSTED-CLOSURE-004.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-O-WP-001-SOURCE-MATERIALIZATION-003.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-O-WP-002-BUILD-006-RECONCILIATION-007.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-O-WP-002-DESIGN-LOCK-005.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-PRINCIPAL-DELEGATION-ATOMIC-MAPPING-001.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/CORE-IDENTITY-PRINCIPAL-DELEGATION-REBASE-DESIGN-LOCK-002.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/NEW-BUILD-METHOD-CONFORMANCE-CHECK-001.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0232-RECONCILIATION-002.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0335-RECONCILIATION-003.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0429-RECONCILIATION-004.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0431-LIVE-HEAD-DELTA-005.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0639-RECONCILIATION-006.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0640-LIVE-HEAD-DELTA-007.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0642-LIVE-RECONCILIATION-008.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0643-DOCUMENTS-QUALIFICATION-DELTA-009.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0644-DOCUMENTS-QUALIFIED-DELTA-010.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-0645-CORE-CUSTODY-DELTA-011.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-INITIAL-RECONCILIATION-001.json	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/PORTFOLIO-CONTROLLER-RECONCILIATION-0128.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/2026-09-12/START-GATE-INITIAL-STATE-001.json	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/BOOK-DELEGATIONS.json	second-shift-control-gateway/cg-011-failure-restart-idempotency	130
governance/second-shift/CONNECTED_ACTIONS-DELEGATIONS.json	apply-updates-008	1
governance/second-shift/CORE-DELEGATIONS.json	apply-updates-008	78
governance/second-shift/DOCUMENTS-DELEGATIONS.json	second-shift-control-gateway/cg-011-failure-restart-idempotency	84
governance/second-shift/LEARNING-DELEGATIONS.json	documents/spine-effect-runtime-001-20260912	77
governance/second-shift/MEDIA-DELEGATIONS.json	apply-updates-008	1
governance/second-shift/PROGRAMMING-DELEGATIONS.json	apply-updates-008	1
governance/second-shift/PROSE-DELEGATIONS.json	documents/spine-effect-runtime-001-20260912	69
governance/second-shift/RESEARCH_KNOWLEDGE-DELEGATIONS.json	apply-updates-008	1
governance/second-shift/SECOND-SHIFT-ASSIGNMENT-CONTRACT-SCHEMA-003.json	second-shift/mastery-001-all-night-operating-model	1
governance/second-shift/SECOND-SHIFT-CONTINUOUS-DISPATCH-001.md	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/second-shift/SECOND-SHIFT-DAYTIME-CALIBRATION-SCHEMA-001.json	second-shift/value-scorecard-hardening-20260910-final6	1
governance/second-shift/SECOND-SHIFT-DELEGATION-SCHEMA-002.json	documents/spine-effect-runtime-001-20260912	47
governance/second-shift/SECOND-SHIFT-EXECUTION-CONTROL-001.md	apply-updates-008	55
governance/second-shift/SECOND-SHIFT-GLOBAL-CONTROLLER-SCHEDULE-001.json	infrastructure/github-reliability-control-plane-001-rebase-20260910	4
governance/second-shift/SECOND-SHIFT-MASTERY-001-ALL-NIGHT-OPERATING-MODEL.md	second-shift/mastery-001-all-night-operating-model	1
governance/second-shift/SECOND-SHIFT-NIGHT-SELECTION-GATE-SCHEMA-001.json	second-shift/mastery-001-all-night-operating-model	1
governance/second-shift/SECOND-SHIFT-OPERATING-MODE-002.md	documents/spine-effect-runtime-001-20260912	70
governance/second-shift/SECOND-SHIFT-PRODUCTION-MASTER-COMPLETION-001.md	second-shift-production-master-completion-001	1
governance/second-shift/SECOND-SHIFT-REGISTRY-001.json	apply-updates-008	71
governance/second-shift/SECOND-SHIFT-UTILIZATION-EVENT-SCHEMA-001.json	apply-updates-008	55
governance/second-shift/SECOND-SHIFT-VALUE-MEASUREMENT-SCHEMA-001.json	second-shift/value-scorecard-hardening-20260910-final6	1
governance/second-shift/SECOND-SHIFT-VALUE-SCORECARD-001.md	second-shift/value-scorecard-hardening-20260910-final6	1
governance/second-shift/SPREADSHEET_DATA-DELEGATIONS.json	apply-updates-008	1
governance/second-shift/SYSTEM-MASTER-DELEGATIONS.json	documents/spine-effect-runtime-001-20260912	15
governance/second-shift/TONIGHT-2026-09-12-FORENSIC-WORKLIST.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/calibration/DAYTIME-BASELINE-001.json	second-shift/value-scorecard-hardening-20260910-final6	1
governance/second-shift/claims/2026-09-11-DOCUMENTS-R4.json	documents/r4-second-shift-20260911	1
governance/second-shift/evidence/PORTFOLIO-CONTROLLER-2026-09-12-0532-RECONCILIATION-002.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/evidence/PORTFOLIO-CONTROLLER-2026-09-12-CORE-CONTINUITY-RECOVERY-003.md	second-shift/2026-09-12-forensic-restart	1
governance/second-shift/execution-events/2026-09-11/BOOK.json	hardening/reduce-governance-fanout-20260911	7
governance/second-shift/execution-events/2026-09-11/CORE.json	hardening/reduce-governance-fanout-20260911	7
governance/second-shift/execution-events/2026-09-11/DOCUMENTS.json	hardening/authority-driven-governance-20260911	6
governance/second-shift/execution-events/2026-09-11/LEARNING.json	hardening/reduce-governance-fanout-20260911	7
governance/state-reconciler/SYSTEM-STATE-RECONCILER-001.md	core/state-reconciler-closed-loop-integration-001	1
